DATE,MEDCPIM158SFRBCLE
1993-06-01,2.54857377980864
1993-07-01,1.68885336227953
1993-08-01,2.52892755090932
1993-09-01,2.3340019137216204
1993-10-01,3.6998153130413103
1993-11-01,3.6360647138418103
1993-12-01,2.8177074707488297
1994-01-01,2.71177185775588
1994-02-01,3.6058143013175
1994-03-01,2.17453638595826
1994-04-01,2.5146859806895803
1994-05-01,2.90181334741006
1994-06-01,2.8947919642116497
1994-07-01,2.0694530806578504
1994-08-01,3.5187037719115697
1994-09-01,3.7470936711936402
1994-10-01,2.22031958593512
1994-11-01,4.39209057745666
1994-12-01,1.21608593151488
1995-01-01,4.18619483418634
1995-02-01,3.3376345207508904
1995-03-01,3.26457127001425
1995-04-01,3.65850979935234
1995-05-01,3.5594625767825896
1995-06-01,2.09953665851426
1995-07-01,3.03271532641816
1995-08-01,2.94234945083716
1995-09-01,3.2632119535976
1995-10-01,3.22700732941383
1995-11-01,2.66922899078137
1995-12-01,2.5796467388820004
1996-01-01,3.77576772431056
1996-02-01,2.6189607116124103
1996-03-01,3.1105647730186496
1996-04-01,3.1332757133388798
1996-05-01,2.9377900582841403
1996-06-01,2.51124866161314
1996-07-01,3.1963724632271004
1996-08-01,2.3215009912297
1996-09-01,3.13018982525812
1996-10-01,2.8819818031793303
1996-11-01,3.4965341186496497
1996-12-01,2.20024121572453
1997-01-01,3.0261790535140802
1997-02-01,2.34294951187677
1997-03-01,2.95319457160124
1997-04-01,2.9877083499694
1997-05-01,2.63567345485551
1997-06-01,2.49848264690866
1997-07-01,2.02617633760405
1997-08-01,2.31561868855912
1997-09-01,2.53199694313149
1997-10-01,2.4815449287927596
1997-11-01,2.7079596776415897
1997-12-01,3.06873423353
1998-01-01,2.42179277848711
1998-02-01,2.87065094209522
1998-03-01,2.44301532251741
1998-04-01,2.2748187478652997
1998-05-01,3.03777216799082
1998-06-01,3.12389474765322
1998-07-01,3.21477716314102
1998-08-01,3.3717716016433705
1998-09-01,3.1662397199017995
1998-10-01,3.33701606701728
1998-11-01,2.1930187838977
1998-12-01,1.9936687234930899
1999-01-01,1.5491720432712501
1999-02-01,1.7404106130861599
1999-03-01,1.84262079989537
1999-04-01,2.67599038238358
1999-05-01,1.7151774759723402
1999-06-01,1.1828446049785701
1999-07-01,2.3937068697068797
1999-08-01,2.3615824284601
1999-09-01,2.4805631178883303
1999-10-01,1.6936058652114099
1999-11-01,2.18775527240926
1999-12-01,2.6023734453745497
2000-01-01,3.85177112617523
2000-02-01,2.78558392501993
2000-03-01,3.41680877584016
2000-04-01,2.27690126641777
2000-05-01,2.85353384475986
2000-06-01,3.14253450270141
2000-07-01,3.4363633527404702
2000-08-01,2.87570061509343
2000-09-01,3.06873423353
2000-10-01,2.7010732653574503
2000-11-01,2.65177399972001
2000-12-01,3.2964610225159103
2001-01-01,4.0764778317574
2001-02-01,2.8367889543748905
2001-03-01,2.99214660516078
2001-04-01,3.14463308812682
2001-05-01,3.5011161919658704
2001-06-01,3.52180031475502
2001-07-01,2.4350411076885496
2001-08-01,3.80544284558475
2001-09-01,2.78250757475318
2001-10-01,4.18407658200821
2001-11-01,3.4431714115967296
2001-12-01,2.47528603199942
2002-01-01,2.7615896715014903
2002-02-01,3.38352407504046
2002-03-01,2.8726214230370997
2002-04-01,2.67648214481753
2002-05-01,2.42019843819257
2002-06-01,2.5025331988713
2002-07-01,2.24505523113134
2002-08-01,2.28572177593909
2002-09-01,2.71779789775748
2002-10-01,2.3139030753389402
2002-11-01,1.9109760074518303
2002-12-01,3.0126142845538197
2003-01-01,2.18139042769816
2003-02-01,1.9758302344968102
2003-03-01,1.12621180925949
2003-04-01,0.553036890472014
2003-05-01,1.0757881864280399
2003-06-01,1.12305963544221
2003-07-01,2.6710731226571096
2003-08-01,2.35741426924818
2003-09-01,2.02226514469577
2003-10-01,2.09586749439761
2003-11-01,1.1863624116481102
2003-12-01,1.79882233944806
2004-01-01,2.2200747059839503
2004-02-01,2.91265455346974
2004-03-01,2.7344022682197897
2004-04-01,2.5383819269539303
2004-05-01,3.2174948905270697
2004-06-01,2.72493144884725
2004-07-01,1.77113695955513
2004-08-01,2.87323745174035
2004-09-01,2.1466349952753
2004-10-01,2.6605010937276203
2004-11-01,1.4800663055379
2004-12-01,1.91524972608856
2005-01-01,3.4217591363454103
2005-02-01,3.3040022907410402
2005-03-01,1.8971793950121698
2005-04-01,2.09647901335652
2005-05-01,3.16846235161856
2005-06-01,1.62477538920178
2005-07-01,3.0286455734746403
2005-08-01,2.22215620270876
2005-09-01,4.02470724061161
2005-10-01,3.3315751559861897
2005-11-01,2.8369119481422596
2005-12-01,2.20489319920401
2006-01-01,2.88432186623886
2006-02-01,2.07202087371556
2006-03-01,3.08218251360963
2006-04-01,2.8870316165126
2006-05-01,4.28816068458393
2006-06-01,3.19983083499134
2006-07-01,3.0539305241528396
2006-08-01,4.62137039677921
2006-09-01,2.1062637733366696
2006-10-01,3.6506970400157703
2006-11-01,3.02469916751935
2006-12-01,2.72554654380133
2007-01-01,2.9644102631689195
2007-02-01,4.4470256400193495
2007-03-01,2.6885311218425296
2007-04-01,2.36832536836802
2007-05-01,2.35349143799752
2007-06-01,3.2680317367730405
2007-07-01,2.82817098511783
2007-08-01,2.18457280462696
2007-09-01,3.7044060077008303
2007-10-01,3.43463052089827
2007-11-01,3.4753593527569997
2007-12-01,2.98265388398264
2008-01-01,3.28360527628442
2008-02-01,2.85747436326564
2008-03-01,3.0404857461239905
2008-04-01,2.24101388446512
2008-05-01,2.4627692895931
2008-06-01,4.05370089545272
2008-07-01,3.98912873927892
2008-08-01,2.94013128490127
2008-09-01,3.17438970761372
2008-10-01,2.20171024216991
2008-11-01,1.93625366578525
2008-12-01,0.3634841508005421
2009-01-01,2.40364062502632
2009-02-01,2.14357605719473
2009-03-01,1.9082898308551801
2009-04-01,1.86117019943739
2009-05-01,1.29376893720741
2009-06-01,0.75584590889346
2009-07-01,0.12583251339235402
2009-08-01,1.6255061079099
2009-09-01,0.914369783533586
2009-10-01,1.1903654188135
2009-11-01,0.516016421313492
2009-12-01,0.460810409841406
2010-01-01,0.680110845940707
2010-02-01,-0.10662785426794899
2010-03-01,-0.28606424629804605
2010-04-01,0.45261625417847295
2010-05-01,0.27574788971958
2010-06-01,1.2647526767523898
2010-07-01,0.632305068442718
2010-08-01,0.43020593403721996
2010-09-01,1.53627227687154
2010-10-01,1.1260905710720202
2010-11-01,1.31829898066591
2010-12-01,1.393380280754
2011-01-01,2.27322625990496
2011-02-01,2.8169688979258902
2011-03-01,1.74418998266395
2011-04-01,2.24921919600376
2011-05-01,2.3058155396238997
2011-06-01,1.92672807632472
2011-07-01,2.5370313756665
2011-08-01,3.1779707716990093
2011-09-01,2.49197707942446
2011-10-01,2.02226514469577
2011-11-01,1.8470137988752198
2011-12-01,2.37433305779156
2012-01-01,3.19808928450254
2012-02-01,1.6845519133678302
2012-03-01,2.42029632056173
2012-04-01,2.2851338427891696
2012-05-01,1.7320720722101297
2012-06-01,1.92206327761144
2012-07-01,2.08371119432122
2012-08-01,2.4238660191344503
2012-09-01,2.2866037427289303
2012-10-01,1.8750476631537398
2012-11-01,2.0721553787935503
2012-12-01,1.7906501656690201
2013-01-01,2.74180750368704
2013-02-01,2.45154222786008
2013-03-01,1.21535791179703
2013-04-01,2.088884185994
2013-05-01,1.9563823322529
2013-06-01,2.13725043962469
2013-07-01,2.00320004740069
2013-08-01,2.1480298989162
2013-09-01,2.23216017314456
2013-10-01,1.16372929089217
2013-11-01,2.60550640737742
2013-12-01,2.8446440822717203
2014-01-01,2.4063265035218797
2014-02-01,2.3508313464702497
2014-03-01,2.8589766754357098
2014-04-01,2.21493222879676
2014-05-01,2.54562660708071
2014-06-01,1.31136444111866
2014-07-01,2.4049038383757497
2014-08-01,1.7517369153509799
2014-09-01,1.93541098458714
2014-10-01,2.4289565511268
2014-11-01,2.25631054100233
2014-12-01,2.3833942455642
2015-01-01,1.94752959883826
2015-02-01,1.95449451571832
2015-03-01,2.43333592636743
2015-04-01,2.96265053867684
2015-05-01,2.5012910991095
2015-06-01,2.9723995643109196
2015-07-01,1.9220253006031698
2015-08-01,1.63579063211565
2015-09-01,2.9984156927587198
2015-10-01,2.28316449144805
2015-11-01,2.2654806001265
2015-12-01,1.83471969623819
2016-01-01,2.70841659132004
2016-02-01,2.53771440127248
2016-03-01,2.22200455864592
2016-04-01,3.8254778833095098
2016-05-01,3.2805191880404
2016-06-01,2.10339046055212
2016-07-01,2.49016471097936
2016-08-01,2.7425708907920803
2016-09-01,2.49832933493122
2016-10-01,2.01802556175075
2016-11-01,2.45883151623452
2016-12-01,2.03838510774881
2017-01-01,3.43630577482943
2017-02-01,3.2923463387532204
2017-03-01,1.91438367511723
2017-04-01,1.5536583625790101
2017-05-01,2.1132188709843502
2017-06-01,1.8968337862046698
2017-07-01,2.1220936834140702
2017-08-01,2.2747579876520403
2017-09-01,2.8702567714483
2017-10-01,2.4249630240346502
2017-11-01,2.42039295861358
2017-12-01,2.95574718908234
2018-01-01,4.17000041826154
2018-02-01,2.01327934554867
2018-03-01,1.9619000737253898
2018-04-01,2.93200914809488
2018-05-01,2.9818325508401204
2018-06-01,2.6321178885371204
2018-07-01,2.11149391449985
2018-08-01,2.2967112867851003
2018-09-01,2.3337233555462205
2018-10-01,2.60626268747923
2018-11-01,3.7237636017007705
2018-12-01,2.9117770150544304
2019-01-01,3.23099390584713
2019-02-01,3.02451212422616
2019-03-01,3.2071444963092297
2019-04-01,2.2774968873232595
2019-05-01,2.5585351456762795
2019-06-01,3.80734521449875
2019-07-01,2.4690479946519703
2019-08-01,2.4628290795772902
2019-09-01,3.1506552025939
2019-10-01,2.5257194144136
2019-11-01,3.45027019634134
2019-12-01,2.61233046409994
2020-01-01,3.20697563356733
2020-02-01,2.70863053554713
2020-03-01,2.96654438067967
2020-04-01,1.9683735023159599
2020-05-01,2.89504426558853
2020-06-01,1.68037017264615
2020-07-01,3.61082947310352
2020-08-01,2.23572327671315
2020-09-01,1.1339330439988702
2020-10-01,1.83845624148977
2020-11-01,1.21891052470624
2020-12-01,1.6244821427238203
2021-01-01,1.52430226027722
2021-02-01,2.8103907135000403
2021-03-01,2.3566512577708503
2021-04-01,2.7458149440762
2021-05-01,3.33847353905972
2021-06-01,3.1694932706457504
2021-07-01,3.58104546874516
2021-08-01,4.02203767076941
2021-09-01,5.05427501660436
2021-10-01,7.662852587467969
2021-11-01,6.24507044851239
2021-12-01,5.61179705867823
2022-01-01,6.99282631112532
2022-02-01,6.51955458274716
2022-03-01,6.35024941072335
2022-04-01,6.03032022330425
2022-05-01,7.50394411350803
2022-06-01,7.924919184464071
2022-07-01,6.423611018812459
2022-08-01,8.46391746602624
2022-09-01,8.38296430227019
2022-10-01,6.50774804422964
2022-11-01,5.76577021806237
2022-12-01,7.04916103059838
2023-01-01,8.142495355377719
2023-02-01,7.880495894967001
2023-03-01,4.90705452795612
